rh_id,n_ref,not_included,statut_infos,departement,code_departement,ville,code_commune,nom,structure_porteuse,code_postal,adresse,adresse_suite,adresse_full,geo_lat,geo_lon,nature_juridique,type_lieu,rattachement,tel_structure,email_structure,site_internet,lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche,horaires_semaine,date_maj,public_toutes_actions,conditions_acces_toutes_actions,type_mediation_1,public_si_different_1,conditions_acces_si_diff_1,presta_mediation_1,bloc_mediation_1,type_mediation_2,public_si_different_2,conditions_acces_si_diff_2,presta_mediation_2,bloc_mediation_2,type_mediation_3,public_si_different_3,conditions_acces_si_diff_3,presta_mediation_3,bloc_mediation_3,type_mediation_4,public_si_different_4,conditions_acces_si_diff_4,presta_mediation_4,bloc_mediation_4,type_mediation_5,public_si_different_5,conditions_acces_si_diff_5,presta_mediation_5,bloc_mediation_5,bloc_mediations,code_label,label_full,wifi,precisions
RH_fiche_579_,Ref_0579,,,34,=34=,CEBAZAN,,Maison de Services Au Public itinérante de CEBEZAN (SUD HERAULT),Mairie,34360,34 Avenue de Béziers,,34 Avenue de Béziers 34360 CEBAZAN,,,,,,06.43.95.11.95,msapitinerante@cc-sud-herault.fr,https://www.cc-sud-herault.fr/action-sociale/maison-services-public/,,,,,,,,,juil-22,,Gratuit;Sans Rendez-Vous;Sur Rendez-Vous,ACCDA,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCDS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,
RH_fiche_580_,Ref_0580,,,34,=34=,CREISSAN,,Maison de Services Au Public itinérante de CREISSAN (SUD HERAULT),Mairie,34370,7 avenue de la République,,7 avenue de la République 34370 CREISSAN,,,,,,06.43.95.11.95,msapitinerante@cc-sud-herault.fr,https://www.cc-sud-herault.fr/action-sociale/maison-services-public/,,,,,,,,,juil-22,,Gratuit;Sans Rendez-Vous;Sur Rendez-Vous,ACCDA,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCDS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,
RH_fiche_581_,Ref_0581,,,34,=34=,CRUZY,,Maison de Services Au Public itinérante de CRUZY (SUD HERAULT),Mairie,34310,2 place Jean Jaurès,,2 place Jean Jaurès 34310 CRUZY,,,,,,06.43.95.11.95,msapitinerante@cc-sud-herault.fr,https://www.cc-sud-herault.fr/action-sociale/maison-services-public/,,,,,,,,,juil-22,,Gratuit;Sans Rendez-Vous;Sur Rendez-Vous,ACCDA,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCDS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,
RH_fiche_582_,Ref_0582,,,34,=34=,CAZEDARNES,,Maison de Services Au Public itinérante de CAZEDARNES (SUD HERAULT),,34460,4 avenue Abbé-Brouillet,,4 avenue Abbé-Brouillet 34460 CAZEDARNES,,,,,,06.43.95.11.95,msapitinerante@cc-sud-herault.fr,https://www.cc-sud-herault.fr/action-sociale/maison-services-public/,,,,,,,,,juil-22,,Gratuit;Sans Rendez-Vous;Sur Rendez-Vous,ACCDA,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCDS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,
RH_fiche_583_,Ref_0583,,,34,=34=,SAINT-CHINIAN,,Maison de Services Au Public itinérante de SAINT CHINIAN (SUD HERAULT),Mairie,34360,1 grand rue,,1 grand rue 34360 SAINT-CHINIAN,,,,,,06.43.95.11.95,msapitinerante@cc-sud-herault.fr,https://www.cc-sud-herault.fr/action-sociale/maison-services-public/,,,,,,,,,juil-22,,Gratuit;Sans Rendez-Vous;Sur Rendez-Vous,ACCDA,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCDS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,
RH_fiche_584_,Ref_0584,,,34,=34=,CESSENON-SUR-ORB,,Maison de Services Au Public itinérante de CESSENON SUR ORB (SUD HERAULT),Mairie,34460,Plan Jean-Moulin,,Plan Jean-Moulin 34460 CESSENON-SUR-ORB,,,,,,06.43.95.11.95,msapitinerante@cc-sud-herault.fr,https://www.cc-sud-herault.fr/action-sociale/maison-services-public/,,,,,,,,,juil-22,,Gratuit;Sans Rendez-Vous;Sur Rendez-Vous,ACCDA,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCDS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,
RH_fiche_585_,Ref_0585,,,34,=34=,QUARANTE,,Maison de Services Au Public itinérante de QUARANTE (SUD HERAULT),,34310,Place de la Mairie,,Place de la Mairie 34310 QUARANTE,,,,,,06.43.95.11.95,msapitinerante@cc-sud-herault.fr,https://www.cc-sud-herault.fr/action-sociale/maison-services-public/,,,,,,,,,juil-22,,Gratuit;Sans Rendez-Vous;Sur Rendez-Vous,ACCDA,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCDS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,
RH_fiche_586_,Ref_0586,,,34,=34=,PUISSERGUIER,,Maison de Services Au Public itinérante de PUISSERGUIER (SUD HERAULT),Mairie,34620,10 Boulevard Jean Jaurès,,10 Boulevard Jean Jaurès 34620 PUISSERGUIER,,,,,,06.43.95.11.95,msapitinerante@cc-sud-herault.fr,https://www.cc-sud-herault.fr/action-sociale/maison-services-public/,,,,,,,,,juil-22,,Gratuit;Sans Rendez-Vous;Sur Rendez-Vous,ACCDA,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCDS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,
RH_fiche_587_,Ref_0587,,,34,=34=,MONTPELLIER,,Pôle Emploi - agence de MONTPELLIER Cévennes,,34080,411 rue Favre de Saint Castor,,411 rue Favre de Saint Castor 34080 MONTPELLIER,,,,,,Contact demandeur d'emploi : 3949,Contact pour entreprise : entreprise.montpellier.cevennes@pole-emploi.net,https://www.pole-emploi.fr,,,,,,,,,juil-22,,Gratuit;Sur Rendez-Vous;Sans Rendez-Vous;Lieu d'habitation de la personne,ACCDA,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCDS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,
RH_fiche_588_,Ref_0588,,,34,=34=,CASTELNAU-LE-LEZ,,Pôle Emploi - agence de MONTPELLIER Castelnau,,34170,400 Avenue Marcel Dassault,,400 Avenue Marcel Dassault 34170 CASTELNAU-LE-LEZ,,,,,,Contact demandeur d'emploi : 3949,Contact pour entreprise : entreprise.montpellier.castelnau@pole-emploi.net,https://www.pole-emploi.fr,,,,,,,,,juil-22,,Gratuit;Sur Rendez-Vous;Sans Rendez-Vous;Lieu d'habitation de la personne,ACCDA,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCDS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,
RH_fiche_589_,Ref_0589,,,34,=34=,LUNEL,,Pôle Emploi - agence de LUNEL,,34400,300 avenue des Abrivados,,300 avenue des Abrivados 34400 LUNEL,,,,,,Contact demandeur d'emploi : 3949,Contact pour entreprise : entreprise.lunel@pole-emploi.net,https://www.pole-emploi.fr,,,,,,,,,juil-22,,Gratuit;Sur Rendez-Vous;Sans Rendez-Vous;Lieu d'habitation de la personne,ACCDA,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCDS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,
RH_fiche_590_,Ref_0590,,,34,=34=,PEROLS,,Pôle Emploi - agence de MONTPELLIER Méditerranée,immeuble Pégase,34470,300 impasse John Locke,,300 impasse John Locke 34470 PEROLS,,,,,,Contact demandeur d'emploi : 3949,Contact pour entreprise : entreprise.montpellier.mediterranee@pole-emploi.net,https://www.pole-emploi.fr,,,,,,,,,juil-22,,Gratuit;Sur Rendez-Vous;Sans Rendez-Vous;Lieu d'habitation de la personne,ACCDA,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCDS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,
RH_fiche_591_,Ref_0591,,,34,=34=,SAINT-JEAN-DE-VEDAS,,Pôle Emploi - agence de MONTPELLIER Mas de grille,,34430,rue Théophraste Renaudot,,rue Théophraste Renaudot 34430 SAINT-JEAN-DE-VEDAS,,,,,,Contact demandeur d'emploi : 3949,Contact entreprise : entreprise.montpellier.mas.de.grille@pole-emploi.net,https://www.pole-emploi.fr,,,,,,,,,juil-22,,Gratuit;Sur Rendez-Vous;Sans Rendez-Vous;Lieu d'habitation de la personne,ACCDA,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCDS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,
RH_fiche_592_,Ref_0592,,,34,=34=,SETE,,Pôle Emploi - agence de SETE,,34204,220 avenue du Maréchal Juin,,220 avenue du Maréchal Juin 34204 SETE,,,,,,Contact demandeur d'emploi : 3949,Contact entreprise : entreprise.sete@pole-emploi.net,https://www.pole-emploi.fr,,,,,,,,,juil-22,,Gratuit;Sur Rendez-Vous;Sans Rendez-Vous;Lieu d'habitation de la personne,ACCDA,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCDS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,
RH_fiche_593_,Ref_0593,,,34,=34=,AGDE,,Pôle Emploi - agence de AGDE,,34301,82 chemin de Janin,,82 chemin de Janin 34301 AGDE,,,,,,Contact demandeur d'emploi : 3949,Contact entreprise : entreprise.agde@pole-emploi.net,https://www.pole-emploi.fr,,,,,,,,,juil-22,,Gratuit;Sur Rendez-Vous;Sans Rendez-Vous;Lieu d'habitation de la personne,ACCDA,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCDS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,
RH_fiche_594_,Ref_0594,,,34,=34=,BEZIERS,,Pôle Emploi - agence de BEZIERS Capiscol,Parc Club La Devèze,34500,166 Rue Maurice Béjart,,166 Rue Maurice Béjart 34500 BEZIERS,,,,,,Contact demandeur d'emploi : 3949,Contact entreprise : entreprise.beziers.capiscol@pole-emploi.net,https://www.pole-emploi.fr,,,,,,,,,juil-22,,Gratuit;Sur Rendez-Vous;Sans Rendez-Vous;Lieu d'habitation de la personne,ACCDA,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCDS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,
RH_fiche_595_,Ref_0595,,,34,=34=,BEZIERS,,Pôle Emploi - agence de BEZIERS Courondelle,,34535,75 boulevard Colette Besson,,75 boulevard Colette Besson 34535 BEZIERS,,,,,,Contact Demandeur d'emploi : 3949,Contact entreprise : entreprise.beziers.courondelle@pole-emploi.net,https://www.pole-emploi.fr,,,,,,,,,juil-22,,Gratuit;Sur Rendez-Vous;Sans Rendez-Vous;Lieu d'habitation de la personne,ACCDA,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCDS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,
RH_fiche_596_,Ref_0596,,,34,=34=,PEZENAS,,Pôle Emploi - agence de PEZENAS,,34120,ZA Les Rodettes,,ZA Les Rodettes 34120 PEZENAS,,,,,,Contact demandeur d'emploi : 3949,Contact entreprise : entreprise.pezenas@pole-emploi.net,https://www.pole-emploi.fr,,,,,,,,,juil-22,,Gratuit;Sur Rendez-Vous;Sans Rendez-Vous;Lieu d'habitation de la personne,ACCDA,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCDS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,
RH_fiche_597_,Ref_0597,,,34,=34=,CLERMONT-L'HERAULT,,Pôle Emploi - agence de CLERMONT L'HERAULT,,34800,16 bis avenue de Montpellier,,16 bis avenue de Montpellier 34800 CLERMONT-L'HERAULT,,,,,,Contact demandeur d'emploi : 3949,Contact entreprise : entreprpise.clermont.l.herault@pole-emploi.net,https://www.pole-emploi.fr,,,,,,,,,juil-22,,Gratuit;Sur Rendez-Vous;Sans Rendez-Vous;Lieu d'habitation de la personne,ACCDA,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCDS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,
