rh_id,n_ref,statut_infos,departement,code_departement,ville,code_commune,nom,structure_porteuse,code_postal,adresse,adresse_suite,adresse_full,geo_lat,geo_lon,nature_juridique,type_lieu,rattachement,tel_structure,email_structure,site_internet,lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche,horaires_semaine,date_maj,public_toutes_actions,conditions_acces_toutes_actions,type_mediation_1,public_si_different_1,conditions_acces_si_diff_1,presta_mediation_1,bloc_mediation_1,type_mediation_2,public_si_different_2,conditions_acces_si_diff_2,presta_mediation_2,bloc_mediation_2,type_mediation_3,public_si_different_3,conditions_acces_si_diff_3,presta_mediation_3,bloc_mediation_3,type_mediation_4,public_si_different_4,conditions_acces_si_diff_4,presta_mediation_4,bloc_mediation_4,type_mediation_5,public_si_different_5,conditions_acces_si_diff_5,presta_mediation_5,bloc_mediation_5,bloc_mediations,code_label,label_full,wifi,precisions,lat,lon,codes_types_mediations,codes_publics,codes_thematiques,code_departement
RH_fiche_380_,Ref_0380,,65,=65=,Lourdes,,Cyberbase et médiathèque,,65100,22 place du champ commun,,22 place du champ commun 65100 Lourdes,,,,,,05 62 94 99 42,,https://www.bibliotheques.agglo-tlp.fr/cyberbase-1,,,,,,,,,Janvier 2020,,,ORD,TP,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",COMP,TP,Tarifs des ateliers : - 3€ l’atelier - Forfait 5 ateliers : 12€ - Forfait 10 ateliers : 20€,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers informatiques de montée en compétences</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>Tarifs des ateliers : - 3€ l’atelier - Forfait 5 ateliers : 12€ - Forfait 10 ateliers : 20€</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers informatiques de montée en compétences</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>Tarifs des ateliers : - 3€ l’atelier - Forfait 5 ateliers : 12€ - Forfait 10 ateliers : 20€</li></ul></p>",,,limité,,43.09385,-0.047569,ORD-COMP,TP-TP,,=65=
RH_fiche_381_,Ref_0381,,65,=65=,Lourdes,,Restos du Cœur,Restos du coeur,65100,2 rue du Tydos,,2 rue du Tydos 65100 Lourdes,,,Association,,,,,,,,,,,,,,Janvier 2020,,,ORD,TP,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,non,,43.094998,-0.036595,ORD,TP,,=65=
RH_fiche_382_,Ref_0382,,65,=65=,Lourdes,,Maison Départementale de la Solidarité,Conseil Départemental,65100,19 boulevard rue Cazenave,,19 boulevard rue Cazenave 65100 Lourdes,,,Collectivité territoriale,,,05 31 74 35 60,,,,,,,,,,,Janvier 2020,,,,TP,,,,,,,,,,,,,,,,,,,,,,,,,,,non,,43.09093,-0.048989,,TP,,=65=
RH_fiche_383_,Ref_0383,,65,=65=,Luc,,France Services - Luc,,65190,19 rue du Pic du Midi,,19 rue du Pic du Midi 65190 Luc,,,,,,,,,,,,,,,,,Janvier 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MFS,France Services,,,43.152955,0.176922,,,,=65=
RH_fiche_384_,Ref_0384,,65,=65=,Luz Saint Sauveur,,Cyber-base Luz Saint Sauveur,,65120,,,65120 Luz Saint Sauveur,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.857424,-0.005356,,,,=65=
RH_fiche_385_,Ref_0385,,65,=65=,Luz Saint Sauveur,,MSAP Luz-Saint-Sauveur,,65120,Maison Gradet-Poque - Mairie de Luz Saint Sauveur,,Maison Gradet-Poque - Mairie de Luz Saint Sauveur 65120 Luz Saint Sauveur,,,,,,,,,,,,,,,,,Janvier 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=65=
RH_fiche_386_,Ref_0386,,65,=65=,Saint Laurent de Neste,,Zone Pic Pyrénées Innovation,,65150,4  Route de Tarbes,,4  Route de Tarbes 65150 Saint Laurent de Neste,,,Association,,,06 09 73 77 06,busmobileinformatique@gmail.com,https://www.bien-occ.fr,En raison de la crise sanitaire actuelle  nous contacter avant de venir,,,,,,,<p><br><ul><li>lundi : En raison de la crise sanitaire actuelle  nous contacter avant de venir</li></ul></p>,Février 2021,,,ACCN,TP,Mise à disposition d'une personne dédiée pour la réalisation de la prestation.  Compte tenu de la crise et des régles sanitaire en vigueur  il est vivement conseillé de prendre RV avant de venir.,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel des actions uniquement numériques</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>Mise à disposition d'une personne dédiée pour la réalisation de la prestation.  Compte tenu de la crise et des régles sanitaire en vigueur  il est vivement conseillé de prendre RV avant de venir.</li></ul></p>",ACCDS,TP,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ENT,TP,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers collectifs d’entraide autour du numérique</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel des actions uniquement numériques</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>Mise à disposition d'une personne dédiée pour la réalisation de la prestation.  Compte tenu de la crise et des régles sanitaire en vigueur  il est vivement conseillé de prendre RV avant de venir.</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers collectifs d’entraide autour du numérique</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",APTIC,APTIC,,,43.102172,0.469127,ACCN-ACCDS-ENT,TP-TP-TP,,=65=
RH_fiche_387_,Ref_0387,,65,=65=,Luz Saint Sauveur,,Maison du Parc National et de la Vallée,,65120,24 place St Clément,,24 place St Clément 65120 Luz Saint Sauveur,,,,,,05 62 92 38 38,,,,,,,,,,,Février 2021,,,ORD,TP,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",FL,TP,atelier impression 3D sur réservation auprès de la structure,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">FabLab</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>atelier impression 3D sur réservation auprès de la structure</li></ul></p>",COMP,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers informatiques de montée en compétences</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">FabLab</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>atelier impression 3D sur réservation auprès de la structure</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers informatiques de montée en compétences</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,oui,,42.870601,-0.004468,ORD-FL-COMP,TP-TP,,=65=
RH_fiche_388_,Ref_0388,,31,=31=,Toulouse,,Confédération syndicale des familles - section Mirail,,31100,14 chemin le Tintoret,,14 chemin le Tintoret 31100 Toulouse,,,Association,,,05 61 16 62 43,csf.mirailblf@yahoo.fr,,14h -18h,14h -18h,14h -18h,14h -18h,14h -18h,9h - 13h,,<p><br><ul><li>lundi : 14h -18h</li><li>mardi : 14h -18h</li><li>mercredi : 14h -18h</li><li>jeudi : 14h -18h</li><li>vendredi : 14h -18h</li><li>samedi : 9h - 13h</li></ul></p>,Mars 2021,TP,Gratuit,ORD,TP,Impression et scan,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>Impression et scan</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>Impression et scan</li></ul></p>",,,,,43.561405,1.398273,ORD,TP-TP,,=31=
RH_fiche_389_,Ref_0389,,65,=65=,Maubourguet,,France Services - Maubourguet,CC Adour Madiran,65700,CAC J Glavany allées Larbanès,,CAC J Glavany allées Larbanès 65700 Maubourguet,,,Collectivité territoriale,,,05 62 96 07 93,cyberbase@adour-madiran.fr,,9:00 - 12:30 / 14:00 - 16:00,9:00 - 12:30 / 14:00 - 17:00,9:00 - 12:30 / 16:00 - 18:00,14:00 - 18:00,9:00 - 12:30 / 14:00 - 18:00,-,,<p><br><ul><li>lundi : 9:00 - 12:30 / 14:00 - 16:00</li><li>mardi : 9:00 - 12:30 / 14:00 - 17:00</li><li>mercredi : 9:00 - 12:30 / 16:00 - 18:00</li><li>jeudi : 14:00 - 18:00</li><li>vendredi : 9:00 - 12:30 / 14:00 - 18:00</li><li>samedi : -</li></ul></p>,Janvier 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MFS,France Services,,,43.466994,0.035008,,,,=65=
RH_fiche_390_,Ref_0390,,31,=31=,Ramonville Saint Agne,,Info Jeunes Sicoval,Sicoval,31520,Place Jean Jaurès,,Place Jean Jaurès 31520 Ramonville Saint Agne,,,Collectivité territoriale,,Communauté d'agglomération du Sicoval,05 61 75 10 04,information.jeunesse@sicoval.fr,www.sicoval.fr,10h - 12h30 et 14h-18h,10h - 12h30 et 14h-18h,10h - 12h30 et 14h-18h,10h - 12h30 et 14h-18h,10h - 12h30 et 14h-17h,,,<p><br><ul><li>lundi : 10h - 12h30 et 14h-18h</li><li>mardi : 10h - 12h30 et 14h-18h</li><li>mercredi : 10h - 12h30 et 14h-18h</li><li>jeudi : 10h - 12h30 et 14h-18h</li><li>vendredi : 10h - 12h30 et 14h-17h</li></ul></p>,Février 2021,,,ORDM,J,Accès internet sur place gratuit limité à 1h quotidienne  bureautique  scanner  imprimante. Sur RDV pendant la crise sanitaire,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>jeunes</li><br><li><b>infos : </b><br>Accès internet sur place gratuit limité à 1h quotidienne  bureautique  scanner  imprimante. Sur RDV pendant la crise sanitaire</li></ul></p>",ACCN,J,Sur RDV pendant le crise sanitaire,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel des actions uniquement numériques</p><p><ul><li><b>public : </b><br>jeunes</li><br><li><b>infos : </b><br>Sur RDV pendant le crise sanitaire</li></ul></p>",ACCDS,J,Sur RDV pendant le crise sanitaire,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>jeunes</li><br><li><b>infos : </b><br>Sur RDV pendant le crise sanitaire</li></ul></p>",,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>jeunes</li><br><li><b>infos : </b><br>Accès internet sur place gratuit limité à 1h quotidienne  bureautique  scanner  imprimante. Sur RDV pendant la crise sanitaire</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel des actions uniquement numériques</p><p><ul><li><b>public : </b><br>jeunes</li><br><li><b>infos : </b><br>Sur RDV pendant le crise sanitaire</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>jeunes</li><br><li><b>infos : </b><br>Sur RDV pendant le crise sanitaire</li></ul></p>",,,,,43.545015,1.484515,ORDM-ACCN-ACCDS,J-J-J,,=31=
RH_fiche_391_,Ref_0391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,==
RH_fiche_392_,Ref_0392,,65,=65=,Pierreffitte Nestalas,,bibliothèque,,65260,Marie - 1erue étage 2 avenue Gén leclerc,,Marie - 1erue étage 2 avenue Gén leclerc 65260 Pierreffitte Nestalas,,,,,,05 62 92 75 46,alpsv@orange.fr,,,,,,,,,,Janvier 2020,,,ORD,TP,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,oui,,42.959156,-0.073824,ORD,TP,,=65=
RH_fiche_393_,Ref_0393,,65,=65=,Pierreffitte Nestalas,,France Services - Pierrefitte-Nestalas,La Poste,65260,Place Jean Jaurès,,Place Jean Jaurès 65260 Pierreffitte Nestalas,,,,La Poste,,05 62 31 41 43,pierrefitte-nestalas@france-services.gouv.fr,https://www.cohesion-territoires.gouv.fr/france-services,9:30 - 12:00 / 13:30 - 16:45,9:30 - 12:00 / 13:30 - 16:45,9:30 - 12:00 / 13:30 - 16:45,9:30 - 12:00 / 13:30 - 16:45,9:30 - 12:00 / 13:30 - 16:45,9:00 - 12:00,,<p><br><ul><li>lundi : 9:30 - 12:00 / 13:30 - 16:45</li><li>mardi : 9:30 - 12:00 / 13:30 - 16:45</li><li>mercredi : 9:30 - 12:00 / 13:30 - 16:45</li><li>jeudi : 9:30 - 12:00 / 13:30 - 16:45</li><li>vendredi : 9:30 - 12:00 / 13:30 - 16:45</li><li>samedi : 9:00 - 12:00</li></ul></p>,Juin 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MFS,France Services,,,42.96096,-0.074149,,,,=65=
RH_fiche_394_,Ref_0394,,65,=65=,Pouyastruc,,bibliothèque,,65350,rue des écoles,,rue des écoles 65350 Pouyastruc,,,,,,05 62 33 67 39,bibliotheque-pouyastruc@orange.fr,,,,,,,,,,Janvier 2020,,,ORD,TP,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,non,,43.267507,0.173217,ORD,TP,,=65=
RH_fiche_395_,Ref_0395,,65,=65=,Rabastens de Bigorre,,France Services - Rabastens en Bigorre,CC Adour Madiran,65140,16 place centrale,,16 place centrale 65140 Rabastens de Bigorre,,,Collectivité territoriale,,,05 62 96 54 51, msap-rabastens@adour-madiran.fr,https://www.cohesion-territoires.gouv.fr/france-services,8:30 - 12:00,8:30 - 12:00 / 13:30 - 17:00,8:30 - 12:00,8:30 - 12:00 / 13:30 - 17:00,8:30 - 12:00,-,,<p><br><ul><li>lundi : 8:30 - 12:00</li><li>mardi : 8:30 - 12:00 / 13:30 - 17:00</li><li>mercredi : 8:30 - 12:00</li><li>jeudi : 8:30 - 12:00 / 13:30 - 17:00</li><li>vendredi : 8:30 - 12:00</li><li>samedi : -</li></ul></p>,Juin 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MFS,France Services,,,43.387473,0.150968,,,,=65=
RH_fiche_396_,Ref_0396,,31,=31=,Toulouse,,Toulouse Ouverture 7,,31100,4 bis cheminement Cambert,,4 bis cheminement Cambert 31100 Toulouse,,,Association,,,05 61 44 27 74,TO7@TO7.ORG,,9:00 - 12:00 / 14:00 - 16:30,9:00 - 12:00 / 14:00 - 16:30,9:00 - 12:00 / 14:00 - 16:30,9h - 11h30,,,,<p><br><ul><li>lundi : 9:00 - 12:00 / 14:00 - 16:30</li><li>mardi : 9:00 - 12:00 / 14:00 - 16:30</li><li>mercredi : 9:00 - 12:00 / 14:00 - 16:30</li><li>jeudi : 9h - 11h30</li></ul></p>,Mars 2021,TP,Sur RDV / Gratuit,ORDM,TP,Accueil avec accompagnement  accueil pour les personnes à mobilité réduite,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>Accueil avec accompagnement  accueil pour les personnes à mobilité réduite</li></ul></p>",ENT,TP,Atelier informatique le lundi de 9H à 12H,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers collectifs d’entraide autour du numérique</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>Atelier informatique le lundi de 9H à 12H</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>Accueil avec accompagnement  accueil pour les personnes à mobilité réduite</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers collectifs d’entraide autour du numérique</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>Atelier informatique le lundi de 9H à 12H</li></ul></p>",,,,,43.568598,1.402861,ORDM-ENT,TP-TP-TP,,=31=
RH_fiche_397_,Ref_0397,,31,=31=,Toulouse,,Le PAVE,,31100,10 rue Julien Forgues,,10 rue Julien Forgues 31100 Toulouse,,,Association,,,06 51 28 34 21,clas.pave.pradettes@gmail.com,,,17h30 - 20h,,17h30 - 20h,,,,<p><br><ul><li>mardi : 17h30 - 20h</li><li>jeudi : 17h30 - 20h</li></ul></p>,Mars 2021,TP,Gratuit,ORDM,TP,Accueil avec accompagnement  Impression et scan,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>Accueil avec accompagnement  Impression et scan</li></ul></p>",ENT,TP,"Ateliers ""With Your Own Device"" : venez avec votre propore matériel informatique pour être accompagné dans vos démarches ",,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers collectifs d’entraide autour du numérique</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>Ateliers ""With Your Own Device"" : venez avec votre propore matériel informatique pour être accompagné dans vos démarches </li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>Accueil avec accompagnement  Impression et scan</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers collectifs d’entraide autour du numérique</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>Ateliers ""With Your Own Device"" : venez avec votre propore matériel informatique pour être accompagné dans vos démarches </li></ul></p>",,,,,43.580873,1.388472,ORDM-ENT,TP-TP-TP,,=31=
RH_fiche_398_,Ref_0398,,65,=65=,Saint Laurent de Neste,,Maison du savoir,,65150,,,65150 Saint Laurent de Neste,,,,,,,contact@maisondusavoir.fr,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.084025,0.481278,,,,=65=
RH_fiche_399_,Ref_0399,,65,=65=,Saint Laurent de Neste,,FABLAB SAPIENS,C.C. CANTON DE ST LAURENT DE NESTE,65150,Route de Tarbes Toulouse ZA Pic Pyrénées Innovation,,Route de Tarbes Toulouse ZA Pic Pyrénées Innovation 65150 Saint Laurent de Neste,,,Collectivité territoriale,,,05 62 50 16 08,fablab@neste-barousse.fr,https://fablab-sapiens.fr/,,,10h – 19h,10h – 19h,10h – 19h,10h – 19h,,<p><br><ul><li>mercredi : 10h – 19h</li><li>jeudi : 10h – 19h</li><li>vendredi : 10h – 19h</li><li>samedi : 10h – 19h</li></ul></p>,Octobre 2020,,,FL,TP J,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">FabLab</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">FabLab</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",TL,Tiers lieu,,,,,FL,TP J,,=65=
RH_fiche_400_,Ref_0400,,65,=65=,Sarp,,France Services - Sarp,CC Neste Barousse,65370,Maison de la Barousse,Centre Village,Maison de la Barousse 65370 Sarp,,,,,,05 62 99 20 42,communaute-de-communes@neste-barousse.fr,https://www.cohesion-territoires.gouv.fr/france-services,9:00 - 12:30 / 14:00 - 17:00,9:00 - 12:30 / 14:00 - 17:00,9:00 - 12:30 / 14:00 - 17:00,9:00 - 12:30 / 14:00 - 17:00,9:00 - 12:30 / 14:00 - 17:00,-,,<p><br><ul><li>lundi : 9:00 - 12:30 / 14:00 - 17:00</li><li>mardi : 9:00 - 12:30 / 14:00 - 17:00</li><li>mercredi : 9:00 - 12:30 / 14:00 - 17:00</li><li>jeudi : 9:00 - 12:30 / 14:00 - 17:00</li><li>vendredi : 9:00 - 12:30 / 14:00 - 17:00</li><li>samedi : -</li></ul></p>,Juin 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MFS,France Services,,,43.024808,0.600456,,,,=65=
RH_fiche_401_,Ref_0401,,65,=65=,St Lary soulan,,France Services - Saint-Lary-Soulan,Guichet Initiative Pluriactivité Emploi (GIPE),65170,36 rue Vincent Mir,Galerie Commerciale,36 rue Vincent Mir 65170 St Lary soulan,,,Association,,,05 62 40 08 14,gipe65@perenne.org,https://www.cohesion-territoires.gouv.fr/france-services,9:00 - 12:00 / 14:00 - 17:00,9:00 - 12:00 / 14:00 - 17:00,9:00 - 12:00 / 14:00 - 17:00,9:00 - 12:00 / 14:00 - 17:00,9:00 - 12:00 / 14:00 - 17:00,-,,<p><br><ul><li>lundi : 9:00 - 12:00 / 14:00 - 17:00</li><li>mardi : 9:00 - 12:00 / 14:00 - 17:00</li><li>mercredi : 9:00 - 12:00 / 14:00 - 17:00</li><li>jeudi : 9:00 - 12:00 / 14:00 - 17:00</li><li>vendredi : 9:00 - 12:00 / 14:00 - 17:00</li><li>samedi : -</li></ul></p>,Juin 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MFS,France Services,,,42.816079,0.320982,,,,=65=
RH_fiche_402_,Ref_0402,,31,=31=,Toulouse,,Lien Horizon Danse,,31100,21 cheminement Francisco de Goya,,21 cheminement Francisco de Goya 31100 Toulouse,,,Association,,,05 34 60 13 08,lienhorizondanse@orange.fr,,9h - 12h,14h - 17h,,9h - 12h / 13h - 16h,14h - 16h ,,,<p><br><ul><li>lundi : 9h - 12h</li><li>mardi : 14h - 17h</li><li>jeudi : 9h - 12h / 13h - 16h</li><li>vendredi : 14h - 16h </li></ul></p>,Mars 2021,TP,Adhésion : 10 euros,ORDM,TP,Accueil avec accompagnement  Impression et scan,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>Accueil avec accompagnement  Impression et scan</li></ul></p>",ACCDS,TP,Aide administrative,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>Aide administrative</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>Accueil avec accompagnement  Impression et scan</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>Aide administrative</li></ul></p>",,,,,43.561881,1.400584,ORDM-ACCDS,TP-TP-TP,,=31=
RH_fiche_403_,Ref_0403,,65,=65=,St Lary soulan,,Médiathèque Maison du Patrimoine,,65170,41 rue Vincent Mir,,41 rue Vincent Mir 65170 St Lary soulan,,,,,,05 62 40 87 86,accueil@patrimoine-stlary.fr,,,,,,,,,,Février 2021,,,ORD,TP,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,limité 30 min,,42.81661,0.321888,ORD,TP,,=65=
RH_fiche_404_,Ref_0404,,65,=65=,Séméac,,bibliothèque Albert Camus,,65600,51 rue de la République,,51 rue de la République 65600 Séméac,,,,,,05 62 37 78 63,biblio.albert.camus@agglo-tlp.fr,,,,,,,,,,Février 2021,,,ORD,TP,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,non,,43.228308,0.105468,ORD,TP,,=65=
